id,id_depto,municipio_id,nombre,funcion,categoria,centroide_lat,centroide_lon
6007070,6007,60007.0,Maza,no_tiene,Localidad simple,-36.79994681,-63.33851515
6007080,6007,60007.0,Rivera,no_tiene,Localidad simple,-37.15835461,-63.24421949
6007100,6007,60007.0,Villa Margarita,no_tiene,Localidad simple,-37.46009928,-63.24056586
6007110,6007,60007.0,Yutuyaco,no_tiene,Localidad simple,-36.98843094,-63.13380889
6014010,6014,60014.0,Adolfo Gonzales Chaves,CABECERA_DEPARTAMENTO,Localidad simple,-38.03339951,-60.10033417
6014020,6014,60014.0,De La Garma,no_tiene,Localidad simple,-37.96350218,-60.41565938
6112070,6112,60112.0,Mechita,no_tiene,Componente de localidad compuesta,-35.06993786,-60.40849379
6112080,6112,60112.0,Olascoaga,no_tiene,Localidad simple,-35.23752779,-60.61153417
6112090,6112,60112.0,Warnes,no_tiene,Localidad simple,-34.90987344,-60.53816816
6119010,6119,60119.0,Altamirano,no_tiene,Localidad simple,-35.3615828,-58.15048682
6119015,6119,60119.0,Barrio El Mirador,no_tiene,Localidad simple,-35.31453705,-58.04844208
6119020,6119,60119.0,Barrio Las Golondrinas,no_tiene,Localidad simple,-35.03357778,-58.19353827
6119030,6119,60119.0,Barrio Los Bosquecitos,no_tiene,Localidad simple,-35.10503899,-58.18350079
6119040,6119,60119.0,Barrio Parque Las Acacias,no_tiene,Localidad simple,-35.10303295,-58.27304054
6119045,6119,60119.0,Campos de Roca,no_tiene,Localidad simple,-35.11497726,-58.09538965
6119050,6119,60119.0,Coronel Brandsen,CABECERA_DEPARTAMENTO,Localidad simple,-35.1690983,-58.23735294
6119055,6119,60119.0,Club de Campo Las Malvinas,no_tiene,Localidad simple,-35.21399781,-58.24330309
6119060,6119,60119.0,Gómez,no_tiene,Localidad simple,-35.06936553,-58.16568999
6119070,6119,60119.0,Jeppener,no_tiene,Localidad simple,-35.28020439,-58.19966494
6119080,6119,60119.0,Oliden,no_tiene,Localidad simple,-35.18425843,-57.94796232
6119085,6119,60119.0,Posada de los Lagos,no_tiene,Localidad simple,-35.1499384,-58.05045287
6119090,6119,60119.0,Samborombón,no_tiene,Localidad simple,-35.22062427,-58.28052979
6126010,6126,60126.0,Los Cardales,no_tiene,Componente de localidad compuesta,-34.31602437,-58.97845748
6126020,6126,60126.0,Barrio Los Pioneros (Barrio Tavella),no_tiene,Localidad simple,-34.25304064,-58.95844004
6126030,6126,60126.0,Campana,CABECERA_DEPARTAMENTO,Localidad simple,-34.16396181,-58.9588741
6126035,6126,60126.0,Chacras del Río Luján,no_tiene,Localidad simple,-34.29341532,-58.92119904
6126040,6126,60126.0,Río Luján,no_tiene,Localidad simple,-34.28167706,-58.89119065
6134010,6134,60134.0,Alejandro Petión,no_tiene,Localidad simple,-34.97937685,-58.67494308
6134020,6134,60134.0,Barrio El Taladro,no_tiene,Localidad simple,-35.07424862,-58.86324206
6134030,6134,60134.0,Cañuelas,CABECERA_DEPARTAMENTO,Localidad simple,-35.05271404,-58.7583857
6134040,6134,60134.0,Gobernador Udaondo,no_tiene,Localidad simple,-35.30032711,-58.59430537
6134050,6134,60134.0,Máximo Paz,no_tiene,Componente de localidad compuesta,-34.94053216,-58.61609629
6134060,6134,60134.0,Santa Rosa,no_tiene,Localidad simple,-34.96118394,-58.73089183
6134070,6134,60134.0,Uribelarrea,no_tiene,Localidad simple,-35.12273644,-58.89048715
6134080,6134,60134.0,Vicente Casares,no_tiene,Localidad simple,-34.96535267,-58.65049796
6140010,6140,60140.0,Capitán Sarmiento,CABECERA_DEPARTAMENTO,Localidad simple,-34.17236743,-59.78934914
6140020,6140,60140.0,La Luisa,no_tiene,Localidad simple,-34.12855721,-59.92400583
6147010,6147,60147.0,Bellocq,no_tiene,Localidad simple,-35.91897056,-61.53126302
6147020,6147,60147.0,Cadret,no_tiene,Localidad simple,-35.77275314,-61.33538798
6147030,6147,60147.0,Carlos Casares,CABECERA_DEPARTAMENTO,Localidad simple,-35.6235435,-61.36531591
6147040,6147,60147.0,Colonia Mauricio,no_tiene,Localidad simple,-35.52495955,-61.43786708
6147050,6147,60147.0,Hortensia,no_tiene,Localidad simple,-35.92770926,-61.26229015
6147060,6147,60147.0,La Sofía,no_tiene,Localidad simple,-35.70039074,-61.17028652
6147070,6147,60147.0,Mauricio Hirsch,no_tiene,Localidad simple,-35.58301765,-61.52444571
6147080,6147,60147.0,Moctezuma,no_tiene,Localidad simple,-35.47747256,-61.49307349
6147090,6147,60147.0,Ordoqui,no_tiene,Localidad simple,-35.88312621,-61.15942804
6147095,6147,60147.0,Santo Tomás,no_tiene,Localidad simple,-35.6740915,-61.50666643
6147100,6147,60147.0,Smith,no_tiene,Localidad simple,-35.49462903,-61.59378111
6154010,6154,60154.0,Carlos Tejedor,CABECERA_DEPARTAMENTO,Localidad simple,-35.39257333,-62.41930231
6154020,6154,60154.0,Colonia Seré,no_tiene,Localidad simple,-35.43881577,-62.72523821
6154030,6154,60154.0,Curarú,no_tiene,Localidad simple,-35.6403503,-62.19243723
6154040,6154,60154.0,Timote,no_tiene,Localidad simple,-35.34776152,-62.22465328
6154050,6154,60154.0,Tres Algarrobos,no_tiene,Localidad simple,-35.19798151,-62.77308141
6161010,6161,60161.0,Carmen de Areco,CABECERA_DEPARTAMENTO,Localidad simple,-34.37769873,-59.82290198
6161020,6161,60161.0,Pueblo Gouin,no_tiene,Localidad simple,-34.49511914,-59.80297374
6168010,6168,60168.0,Castelli,CABECERA_DEPARTAMENTO,Localidad simple,-36.09169412,-57.80718016
6168020,6168,60168.0,Centro Guerrero,no_tiene,Localidad simple,-36.05706219,-57.82354226
6168030,6168,60168.0,Cerro de la Gloria,no_tiene,Localidad simple,-35.97605306,-57.44873544
6175010,6175,60175.0,Colón,CABECERA_DEPARTAMENTO,Localidad simple,-33.89786336,-61.09956051
6175020,6175,60175.0,Villa Manuel Pomar,no_tiene,Componente de localidad compuesta,-33.9147838,-60.94380818
6175030,6175,60175.0,Pearson,no_tiene,Localidad simple,-33.6518963,-60.89222399
6175040,6175,60175.0,Sarasa,no_tiene,Localidad simple,-34.05233531,-61.20190409
6182020,6182,60182.0,Balneario Pehuen Co,no_tiene,Localidad simple,-38.99619639,-61.54719901
6182025,6182,60182.0,Pago Chico,no_tiene,Localidad simple,-38.78394028,-62.11951948
6182030,6182,60182.0,Punta Alta,CABECERA_DEPARTAMENTO,Localidad simple,-38.88135273,-62.07495361
6182050,6182,60182.0,Villa General Arias,no_tiene,Localidad simple,-38.80690014,-62.0949854
6189010,6189,60189.0,Aparicio,no_tiene,Localidad simple,-38.62049491,-60.88096034
6189020,6189,60189.0,Marisol,no_tiene,Localidad simple,-38.92249069,-60.53297745
6189030,6189,60189.0,Coronel Dorrego,CABECERA_DEPARTAMENTO,Localidad simple,-38.71662391,-61.28849489
6189040,6189,60189.0,El Perdido,no_tiene,Localidad simple,-38.67577528,-61.08844218
6189050,6189,60189.0,Faro,no_tiene,Localidad simple,-38.79667811,-61.06887721
6189060,6189,60189.0,Irene,no_tiene,Localidad simple,-38.55434263,-60.69549387
6189070,6189,60189.0,Oriente,no_tiene,Localidad simple,-38.73884911,-60.60922382
6189075,6189,60189.0,Paraje La Ruta,no_tiene,Localidad simple,-38.65341641,-60.86085577
6189080,6189,60189.0,San Román,no_tiene,Localidad simple,-38.74155509,-61.53772001
6196010,6196,60196.0,Coronel Pringles,CABECERA_DEPARTAMENTO,Localidad simple,-37.98652106,-61.35407157
6196020,6196,60196.0,El Divisorio,no_tiene,Localidad simple,-38.3235636,-61.44505781
6196030,6196,60196.0,El Pensamiento,no_tiene,Localidad simple,-38.21540943,-61.31458478
6196040,6196,60196.0,Indio Rico,no_tiene,Localidad simple,-38.3293771,-60.88663403
6203010,6203,60203.0,Cascada,no_tiene,Localidad simple,-37.28996158,-62.29716825
6203020,6203,60203.0,Coronel Suárez,CABECERA_DEPARTAMENTO,Localidad simple,-37.45962249,-61.93175301
6203030,6203,60203.0,Curamalal,no_tiene,Localidad simple,-37.48430187,-62.1036196
6203040,6203,60203.0,D'Orbigny,no_tiene,Localidad simple,-37.67722931,-61.70526085
6203050,6203,60203.0,Huanguelén,no_tiene,Localidad simple,-37.06222882,-61.92975291
6203060,6203,60203.0,Pasman,no_tiene,Localidad simple,-37.22343514,-62.16022592
6203070,6203,60203.0,San José,no_tiene,Localidad simple,-37.50774803,-61.92114731
6203080,6203,60203.0,Santa María,no_tiene,Localidad simple,-37.55658568,-61.87263436
6203090,6203,60203.0,Santa Trinidad,no_tiene,Localidad simple,-37.48910365,-61.92527612
6210010,6210,60210.0,Castilla,no_tiene,Localidad simple,-34.6131247,-59.90051946
6210020,6210,60210.0,Chacabuco,CABECERA_DEPARTAMENTO,Localidad simple,-34.6429844,-60.47018435
6210030,6210,60210.0,Los Angeles,no_tiene,Localidad simple,-34.4575064,-60.18018451
6210040,6210,60210.0,O'Higgins,no_tiene,Localidad simple,-34.58547079,-60.69863258
6210050,6210,60210.0,Rawson,no_tiene,Localidad simple,-34.60863743,-60.06771068
6217003,6217,60218.0,Barrio Lomas Altas,no_tiene,Localidad simple,-35.57398892,-58.06804365
6217010,6217,60218.0,Chascomús,CABECERA_DEPARTAMENTO,Localidad simple,-35.5770827,-58.00848479
6217015,6217,60218.0,Laguna Vitel,no_tiene,Localidad simple,-35.54041693,-58.13491942
6217020,6217,60466.0,Manuel J. Cobo,no_tiene,Localidad simple,-35.87482487,-57.89642268
6217030,6217,60218.0,Villa Parque Girado,no_tiene,Localidad simple,-35.62826964,-58.01455244
6224005,6224,60224.0,Benitez,no_tiene,Localidad simple,-34.9660329,-60.12363856
6224010,6224,60224.0,Chivilcoy,CABECERA_DEPARTAMENTO,Localidad simple,-34.89801638,-60.0188841
6224020,6224,60224.0,Emilio Ayarza,no_tiene,Localidad simple,-34.74606011,-60.03923142
6224030,6224,60224.0,Gorostiaga,no_tiene,Localidad simple,-34.8391273,-59.8646672
6224040,6224,60224.0,La Rica,no_tiene,Localidad simple,-34.97391895,-59.86393021
6224050,6224,60224.0,Moquehuá,no_tiene,Localidad simple,-35.09265829,-59.7745303
6224060,6224,60224.0,Ramón Biaus,no_tiene,Localidad simple,-35.08584552,-59.92366826
6224070,6224,60224.0,San Sebastián,no_tiene,Localidad simple,-34.94437838,-59.70185974
6231010,6231,60231.0,Andant,no_tiene,Localidad simple,-36.56405798,-62.13240098
6231020,6231,60231.0,Arboledas,no_tiene,Localidad simple,-36.88277085,-61.48781791
6231030,6231,60231.0,Daireaux,CABECERA_DEPARTAMENTO,Localidad simple,-36.60017492,-61.74501327
6231040,6231,60231.0,La Larga,no_tiene,Localidad simple,-36.67492564,-61.92919523
6231060,6231,60231.0,Salazar,no_tiene,Localidad simple,-36.30711716,-62.20033659
6238010,6238,60238.0,Dolores,CABECERA_DEPARTAMENTO,Localidad simple,-36.31612157,-57.67526573
6238020,6238,60238.0,Sevigne,no_tiene,Localidad simple,-36.20672843,-57.74137073
6245010,6245,60245.0,Ensenada,CABECERA_DEPARTAMENTO,Componente de localidad compuesta,-34.85908765,-57.9132063
6252010,6252,60252.0,Escobar,CABECERA_DEPARTAMENTO,Componente de localidad compuesta,-34.34781515,-58.79204197
6260010,6260,60260.0,Esteban Echeverría,CABECERA_DEPARTAMENTO,Componente de localidad compuesta,-34.81823206,-58.4653924
6266010,6266,60266.0,Arroyo de la Cruz,no_tiene,Localidad simple,-34.33637869,-59.10941497
6266030,6266,60266.0,Diego Gaynor,no_tiene,Localidad simple,-34.28897398,-59.22278122
6266040,6266,60266.0,Los Cardales,no_tiene,Componente de localidad compuesta,-34.3300737,-58.98856516
6266050,6266,60266.0,Parada Orlando,no_tiene,Localidad simple,-34.32730036,-59.07599055
6266060,6266,60266.0,Parada Robles - Pavón,no_tiene,Componente de localidad compuesta,-34.37519674,-59.1237945
6270010,6270,60270.0,Ezeiza,CABECERA_DEPARTAMENTO,Componente de localidad compuesta,-34.84991645,-58.52288479
6274010,6274,60274.0,Florencio Varela,CABECERA_DEPARTAMENTO,Componente de localidad compuesta,-34.80800285,-58.27628207
6277010,6277,60277.0,Blaquier,no_tiene,Localidad simple,-34.63566163,-62.47868213
6277020,6277,60277.0,Florentino Ameghino,CABECERA_DEPARTAMENTO,Localidad simple,-34.8466777,-62.46715758
6277030,6277,60277.0,Porvenir,no_tiene,Localidad simple,-34.95222922,-62.21742299
6280005,6280,60280.0,Centinela del Mar,no_tiene,Localidad simple,-38.43488064,-58.21686373
6280010,6280,60280.0,Comandante Nicanor Otamendi,no_tiene,Localidad simple,-38.11193351,-57.84153531
6280020,6280,60280.0,Mar del Sur,no_tiene,Localidad simple,-38.34468815,-57.99203931
6280030,6280,60280.0,Mechongué,no_tiene,Localidad simple,-38.14865451,-58.22301211
6280040,6280,60280.0,Miramar,CABECERA_DEPARTAMENTO,Componente de localidad compuesta,-38.27074293,-57.84047146
6287010,6287,60287.0,General Alvear,CABECERA_DEPARTAMENTO,Localidad simple,-36.02293843,-60.01479357
6294010,6294,60294.0,Arribeños,no_tiene,Localidad simple,-34.21015426,-61.3548578
6294020,6294,60294.0,Ascensión,no_tiene,Localidad simple,-34.2368759,-61.10361388
6294030,6294,60294.0,Estación Arenales,no_tiene,Localidad simple,-34.26984559,-61.29267181
6294040,6294,60294.0,Ferré,no_tiene,Localidad simple,-34.12503838,-61.13265489
6294060,6294,60294.0,La Angelita,no_tiene,Localidad simple,-34.26087407,-60.96859882
6294070,6294,60294.0,La Trinidad,no_tiene,Localidad simple,-34.10685494,-61.13170207
6301010,6301,60301.0,General Belgrano,CABECERA_DEPARTAMENTO,Localidad simple,-35.76945774,-58.49446151
6301020,6301,60301.0,Gorchs,no_tiene,Localidad simple,-35.67337296,-58.95829996
6308010,6308,60308.0,General Guido,CABECERA_DEPARTAMENTO,Localidad simple,-36.64316518,-57.7905019
6308020,6308,60308.0,Labardén,no_tiene,Localidad simple,-36.94896685,-58.10356718
6315010,6315,60315.0,General Juan Madariaga,CABECERA_DEPARTAMENTO,Localidad simple,-36.99563995,-57.13648096
6322010,6322,60322.0,General La Madrid,CABECERA_DEPARTAMENTO,Localidad simple,-37.25039925,-61.25957941
6322020,6322,60322.0,La Colina,no_tiene,Localidad simple,-37.36076902,-61.53484879
6322030,6322,60322.0,Las Martinetas,no_tiene,Localidad simple,-37.19808135,-61.1220424
6322040,6322,60322.0,Líbano,no_tiene,Localidad simple,-37.53362138,-61.28657501
6322050,6322,60322.0,Pontaut,no_tiene,Localidad simple,-37.7317699,-61.32309572
6329020,6329,60329.0,General Las Heras,CABECERA_DEPARTAMENTO,Localidad simple,-34.92677391,-58.94534079
6329030,6329,60329.0,La Choza,no_tiene,Localidad simple,-34.78299083,-59.10956477
6329050,6329,60329.0,Plomer,no_tiene,Localidad simple,-34.79411937,-59.02797569
6329060,6329,60329.0,Villars,no_tiene,Localidad simple,-34.83002419,-58.94225894
6336020,6336,60336.0,General Lavalle,CABECERA_DEPARTAMENTO,Localidad simple,-36.40808519,-56.94335533
6336030,6336,60336.0,Pavón,no_tiene,Localidad simple,-36.70895377,-56.75984336
6343010,6343,60343.0,Barrio Río Salado,no_tiene,Localidad simple,-35.69363776,-58.44731361
6343020,6343,60343.0,Loma Verde,no_tiene,Localidad simple,-35.27474901,-58.40417019
6343030,6343,60343.0,Ranchos,CABECERA_DEPARTAMENTO,Localidad simple,-35.51735202,-58.31842471
6343040,6343,60343.0,Villanueva,no_tiene,Localidad simple,-35.67762711,-58.43509232
6351010,6351,60351.0,Colonia San Ricardo,no_tiene,Localidad simple,-34.41621373,-61.92801417
6351020,6351,60351.0,General Pinto,CABECERA_DEPARTAMENTO,Localidad simple,-34.76415599,-61.89006749
6351030,6351,60351.0,Germania,no_tiene,Localidad simple,-34.57611183,-62.05183069
6351035,6351,60351.0,Gunther,no_tiene,Localidad simple,-34.59949953,-61.91649891
6351040,6351,60351.0,Villa Francia,no_tiene,Localidad simple,-34.79131602,-62.20110907
6351050,6351,60351.0,Villa Roth,no_tiene,Localidad simple,-34.57983023,-62.17104892
6357020,6357,60357.0,Barrio El Boquerón,no_tiene,Localidad simple,-38.02972292,-57.7995485
6357050,6357,60357.0,Barrio La Gloria,no_tiene,Localidad simple,-37.90682683,-57.78588606
6357060,6357,60357.0,Barrio Santa Paula,no_tiene,Localidad simple,-37.93171578,-57.68316203
6357080,6357,60357.0,Chapadmalal,no_tiene,Localidad simple,-38.17577793,-57.651339
6357090,6357,60357.0,El Marquesado,no_tiene,Componente de localidad compuesta,-38.23693125,-57.76341808
6357100,6357,60357.0,Estación Chapadmalal,no_tiene,Localidad simple,-38.03672773,-57.71298974
6357110,6357,60357.0,Mar del Plata,CABECERA_DEPARTAMENTO,Localidad simple,-37.99886401,-57.54753294
6357120,6357,60357.0,Sierra de los Padres,no_tiene,Localidad simple,-37.95416671,-57.7715971
6364030,6364,60364.0,General Rodríguez,CABECERA_DEPARTAMENTO,Componente de localidad compuesta,-34.6079239,-58.95028204
6371010,6371,60371.0,General San Martín,CABECERA_DEPARTAMENTO,Componente de localidad compuesta,-34.56965338,-58.53495435
6385010,6385,60385.0,Baigorrita,no_tiene,Localidad simple,-34.74726868,-60.98895266
6385020,6385,60385.0,La Delfina,no_tiene,Localidad simple,-34.94377201,-61.15886435
6385030,6385,60385.0,Los Toldos,CABECERA_DEPARTAMENTO,Localidad simple,-35.00103657,-61.03814979
6385040,6385,60385.0,San Emilio,no_tiene,Localidad simple,-35.0319914,-60.86476859
6385050,6385,60385.0,Zavalía,no_tiene,Localidad simple,-34.89492088,-61.00445382
6392010,6392,60392.0,Banderaló,no_tiene,Localidad simple,-35.01246666,-63.37415635
6392020,6392,60392.0,Cañada Seca,no_tiene,Localidad simple,-34.41550546,-62.96185538
6392030,6392,60392.0,Coronel Charlone,no_tiene,Localidad simple,-34.67299456,-63.37244548
6392040,6392,60392.0,Emilio V. Bunge,no_tiene,Localidad simple,-34.77983283,-63.19609649
6392050,6392,60392.0,General Villegas,CABECERA_DEPARTAMENTO,Localidad simple,-35.03384199,-63.01466371
6392060,6392,60392.0,Massey,no_tiene,Localidad simple,-35.04908923,-63.12188768
6392070,6392,60392.0,Pichincha,no_tiene,Localidad simple,-34.58045167,-62.35163952
6392080,6392,60392.0,Piedritas,no_tiene,Localidad simple,-34.77110454,-62.98469658
6392090,6392,60392.0,Santa Eleodora,no_tiene,Localidad simple,-34.69211801,-62.69579327
6392100,6392,60392.0,Santa Regina,no_tiene,Localidad simple,-34.54833566,-63.17327287
6392110,6392,60392.0,Villa Saboya,no_tiene,Localidad simple,-34.46079163,-62.64934446
6392120,6392,60392.0,Villa Sauze,no_tiene,Localidad simple,-35.28582982,-63.36820555
6399010,6399,60399.0,Arroyo Venado,no_tiene,Localidad simple,-37.08646628,-62.53914823
6399020,6399,60399.0,Casbas,no_tiene,Localidad simple,-36.75809534,-62.50177541
6399030,6399,60399.0,Garré,no_tiene,Localidad simple,-36.56043788,-62.59811204
6399040,6399,60399.0,Guaminí,CABECERA_DEPARTAMENTO,Localidad simple,-37.01208813,-62.41668573
6399050,6399,60399.0,Laguna Alsina,no_tiene,Localidad simple,-36.80905244,-62.24514808
6406010,6406,60406.0,Henderson,CABECERA_DEPARTAMENTO,Localidad simple,-36.29946304,-61.71784018
6406020,6406,60406.0,Herrera Vegas,no_tiene,Localidad simple,-36.0883254,-61.41125008
6408010,6408,60408.0,Hurlingham,CABECERA_DEPARTAMENTO,Componente de localidad compuesta,-34.59260495,-58.63345846
6410010,6410,60410.0,Ituzaingó,CABECERA_DEPARTAMENTO,Componente de localidad compuesta,-34.66250472,-58.66607777
6412010,6412,60412.0,José C. Paz,CABECERA_DEPARTAMENTO,Componente de localidad compuesta,-34.51933497,-58.74976814
6413010,6413,60413.0,Agustín Roca,no_tiene,Localidad simple,-34.50808441,-60.86489565
6413020,6413,60413.0,Agustina,no_tiene,Localidad simple,-34.46070686,-61.06707233
6413030,6413,60413.0,Balneario Laguna de Gómez,no_tiene,Localidad simple,-34.66064358,-61.01836459
6413040,6413,60413.0,Fortín Tiburcio,no_tiene,Localidad simple,-34.34673224,-61.13107817
6413050,6413,60413.0,Junín,CABECERA_DEPARTAMENTO,Localidad simple,-34.58383163,-60.94726517
6413055,6413,60413.0,Paraje La Agraria,no_tiene,Localidad simple,-34.65641452,-60.84666816
6413070,6413,60413.0,Morse,no_tiene,Localidad simple,-34.76088981,-60.84191225
6413080,6413,60413.0,Saforcada,no_tiene,Localidad simple,-34.57525913,-61.07473082
6420010,6420,60420.0,Las Toninas,no_tiene,Localidad simple,-36.48839763,-56.70043526
6420020,6420,60420.0,Mar de Ajó - San Bernardo,no_tiene,Localidad simple,-36.72343071,-56.67715965
6420030,6420,60420.0,San Clemente del Tuyú,no_tiene,Componente de localidad compuesta,-36.35323883,-56.72394414
6420040,6420,60420.0,Santa Teresita - Mar del Tuyú,CABECERA_DEPARTAMENTO,Localidad simple,-36.57749617,-56.69267137
6427010,6427,60427.0,La Matanza,CABECERA_DEPARTAMENTO,Componente de localidad compuesta,-34.67644372,-58.56036853
6434010,6434,60434.0,Lanús,CABECERA_DEPARTAMENTO,Componente de localidad compuesta,-34.70635952,-58.39108576
6441010,6441,60441.0,Country Club El Rodeo,no_tiene,Localidad simple,-35.07946881,-58.13932757
